prwp_id,date,author,title,year,ssrn_downloads,ssrn_id,okr_downloads,okr_abstract_views,okr_handle,dandr_downloads,total_downloads
936,1992-07-01,Andrew Lyon,"Taxation, Information Asymmetries, and a Firm’s Financing Choices",1992,NA,NA,NA,NA,NA,365,365
937,1992-07-01,Evan Kraft; Milan Vodopivec,How Soft is the Budget Constraint for Yugoslav Firms?,1992,NA,NA,NA,NA,NA,365,365
938,1992-07-01,Nancy Birdsall; Estelle James,"Health, Government, and the Poor: The Case for the Private Sector",1992,NA,NA,NA,NA,NA,464,464
939,1992-07-01,Daniel Kaufmann; Yan Wang,How Macroeconomic Policies Affect Project Performance in the Social Sectors,1992,NA,NA,NA,NA,NA,434,434
940,1992-08-01,Karen G. Foreit,Private Sector Approaches to  Effective Family Planning,1992,NA,NA,NA,NA,NA,430,430
941,1992-08-01,Rodolfo A. Bulatao; Eduard Bos,Projecting the Demographic Impact of AIDS,1992,NA,NA,NA,NA,NA,378,378
942,1992-08-01,Arik Levinson; Sudhir Shetty,"Efficient Environmental Regulation: Case Studies of Urban Air Pollution (Los Angeles, Mexico City, Cubatao, and Ankara)",1992,NA,NA,NA,NA,NA,905,905
943,1992-08-01,Asli Demirgüç-Kunt; Eduardo Fernández-Arias,Burden-sharing among Official and Private Creditors,1992,NA,NA,NA,NA,NA,353,353
944,1992-08-01,Gail Stevenson,How Public Sector Pay and  Employment Affect Labor Markets: Research Issues,1992,NA,NA,NA,NA,NA,2576,2576
945,1992-08-01,Barbara Nunberg,Managing the Civil Service: What LDCs Can Learn from Developed Country Reforms,1992,NA,NA,NA,NA,NA,1154,1154
946,1992-08-01,Duane E. Leigh,Retraining Displaced Workers: What Can Developing Countries Learn from OECD Nations?,1992,NA,NA,NA,NA,NA,661,661
947,1992-08-01,Stephen L. Mangum; Garth L. Mangum; Janine Bowen,Strategies for Creating Transitional Jobs during Structural Adjustment,1992,NA,NA,NA,NA,NA,274,274
948,1992-07-01,Mohua Mukherjee,"Factors Affecting Private Financial Flows to Eastern Europe, 1989-91",1992,NA,NA,NA,NA,NA,381,381
949,1992-08-01,Hans Binswanger; Shahidur Khandker,The Impact of Formal Finance on the Rural Economy of India,1992,NA,NA,NA,NA,NA,4163,4163
950,1992-08-01,Hans Jürgen Peters,Service: The New Focus in  International Manufacturing and Trade,1992,NA,NA,NA,NA,NA,354,354
951,1992-08-01,Glenn W. Harrison; Thomas F. Rutherford; David G. Tarr,Piecemeal Trade Reform in Partially Liberalized Economies: An Evaluation for Turkey,1992,NA,NA,NA,NA,NA,525,525
952,1992-08-01,Susan Horton,"Unit Costs, Cost-Effectiveness, and Financing of Nutrition Interventions",1992,NA,NA,NA,NA,NA,1266,1266
953,1992-08-01,Michael Hee,The “Pedigree” of IEC Conversion Factors for Per Capita GNP Computations for the World Bank’s Operational Guidelines and Atlas,1992,NA,NA,NA,NA,NA,1504,1504
954,1992-08-01,Chris Allen; David Currie; T. G. Srinivasan; David Vines,How OECD Policies Affected Latin America in the 1980s,1992,NA,NA,NA,NA,NA,388,388
955,1992-08-01,George Alogoskoufis; Panos Varangis,OECD Fiscal Policies and the Relative Prices of Primary Commodities,1992,NA,NA,NA,NA,NA,391,391
956,1992-08-01,Sultan Ahmad,Regression Estimates of Per Capita GDP Based on Purchasing Power Parities,1992,NA,NA,NA,NA,NA,1203,1203
957,1992-08-01,Anwar Shah; Bjorn Larsen,"Carbon Taxes, the Greenhouse Effect, and Developing Countries",1992,NA,NA,NA,NA,NA,1647,1647
958,1992-08-01,Brent Borrell; Maw-Cheng Yang,EC Bananarama 1992: The Sequel — The EC Commission Proposal,1992,NA,NA,NA,NA,NA,363,363
959,1992-08-01,Sheila Webb and ; Associates,Waterborne Diseases in Peru,1992,NA,NA,NA,NA,NA,600,600
960,1992-08-01,Edward B. Barbier; Joanne C. Burgess,Agricultural Pricing and Environmental Degradation,1992,NA,NA,NA,NA,NA,1175,1175
961,1992-08-01,Wilfred Beckerman,Economic Development and the Environment: Conflict or Complementarity?,1992,NA,NA,NA,NA,NA,22740,22740
962,1992-08-01,Margaret E. Slade,Do Markets Underprice Natural- Resource Commodities?,1992,NA,NA,NA,NA,NA,1243,1243
963,1992-08-01,Charles R. Blitzer; R. S. Eckaus; Supriya Lahiri; Alexander Meeraus,Growth and Welfare Losses from Carbon Emissions Restrictions: A General Equilibrium Analysis for Egypt,1992,NA,NA,NA,NA,NA,461,461
964,1992-08-01,Robert E. B. Lucas,Toxic Releases by Manufacturing: World Patterns and Trade Policies,1992,NA,NA,NA,NA,NA,318,318
965,1992-08-01,William Ascher,Coping with the Disappointing Rates of Return on Development Projects That Affect the Environment,1992,NA,NA,NA,NA,NA,349,349
966,1992-08-01,Judith M. Dean,Trade and the Environment: A Survey of the Literature,1992,NA,NA,NA,NA,NA,1663,1663
967,1992-08-01,Santiago Levy; Sweder van Wijnbergen,Transition Problems in Economic Reform: Agriculture in the Mexico- U.S. Free Trade Agreement,1992,NA,NA,NA,NA,NA,362,362
968,1992-08-01,David O. Hall,Biomass,1992,NA,NA,NA,NA,NA,540,540
969,1992-08-01,M. Ataman Aksoy; Helena Tang,"Imports, Exports, and Industrial Performance in India, 1970-88",1992,NA,NA,NA,NA,NA,989,989
970,1992-08-01,Alberto Alesina,Political Models of Macroeconomic Policy and Fiscal Reform,1992,NA,NA,NA,NA,NA,1499,1499
971,1992-08-01,Milan Vodopivec,The Effects of Democratic Determination of Wages: Theory and Evidence from Self-Managed Firms,1992,NA,NA,NA,NA,NA,365,365
972,1992-09-01,Robin W. Bates; Edwin A. Moore,Commercial Energy Efficiency and the Environment,1992,NA,NA,NA,NA,NA,982,982
973,1992-09-01,Refik Erzan; Christopher Holmes; Raed Safadi,How Changes in the Former CMEA Area May Affect International Trade in Manufactures,1992,NA,NA,NA,NA,NA,408,408
974,1992-09-01,C. A. Primo Braga; Alexander Yeats,How Minilateral Trading Arrangements May Affect the Post- Uruguay Round World,1992,NA,NA,NA,NA,NA,446,446
975,1992-09-01,George B. Simmons; Sara Koerber; Ruth Simmons,Techniques for Improving Client Relations in Family Planning Programs,1992,NA,NA,NA,NA,NA,413,413
976,1992-09-01,Cynthia P. Green,Strategic Management of Family Planning Programs,1992,NA,NA,NA,NA,NA,599,599
977,1992-09-01,Estelle James,Income Security for Old Age: Conceptual Background and Major Issues,1992,NA,NA,NA,NA,NA,851,851
978,1992-09-01,Charles R. Blitzer; R. S. Eckaus; Supriya Lahiri; Alexander Meeraus,How Restricting Carbon Dioxide and Methane Emissions Would Affect the Indian Economy,1992,NA,NA,NA,NA,NA,608,608
979,1992-09-01,Dennis Anderson,Economic Growth and the Environment,1992,NA,NA,NA,NA,NA,2155,2155
980,1992-09-01,Piritta Sorsa,The Environment: A New Challenge for GATT,1992,NA,NA,NA,NA,NA,587,587
981,1992-09-01,Andrés Solimano,After Socialism and Dirigisme: Which Way?,1992,NA,NA,NA,NA,NA,387,387
982,1992-09-01,Brian Pinto; Marek Belka; Stefan Krajewski,Microeconomics of Transformation in Poland: A Survey of State Enterprise Responses,1992,NA,NA,NA,NA,NA,1445,1445
983,1992-10-01,Cheryl W. Gray; Rebecca J. Hanson; Michael Heller,Legal Reform for Hungary’s Private Sector,1992,NA,NA,NA,NA,NA,546,546
984,1992-10-01,Asli Demirgüç-Kunt; Harry Huizinga,Barriers to Portfolio Investments in Emerging Stock Markets,1992,NA,NA,NA,NA,NA,721,721
985,1992-10-01,Jaime de Melo; Claudio Montenegro; Arvind Panagariya,"Regional Integration, Old and New",1992,NA,NA,NA,NA,NA,810,810
986,1992-10-01,Roy Bahl,The Administration of Road User Taxes in Developing Countries,1992,NA,NA,NA,NA,NA,500,500
987,1992-10-01,Jose Luis Bobadilla; Cristina de A. Possas,How the Epidemiological Transition Affects Health Policy Issues in Three Latin American Countries,1992,NA,NA,NA,NA,NA,558,558
988,1992-10-01,David Pearce,Economic Valuation and the Natural World,1992,NA,NA,NA,NA,NA,4775,4775
989,1992-10-01,M. Ataman Aksoy,The Indian Trade Regime,1992,NA,NA,NA,NA,NA,931,931
990,1992-10-01,M. Ataman Aksoy; Francois M. Ettori,Protection and Industrial Structure in India,1992,NA,NA,NA,NA,NA,560,560
991,1992-10-01,Margaret E. Slade,Environmental Costs of Natural Resource Commodities: Magnitude and Incidence,1992,NA,NA,NA,NA,NA,390,390
992,1992-10-01,Faezeh Foroutan,Regional Integration in Sub-Saharan Africa: Experience and Prospects,1992,NA,NA,NA,NA,NA,1029,1029
993,1992-10-01,S. Ibi Ajayi,An Economic Analysis of Capital Flight from Nigeria,1992,NA,NA,NA,NA,NA,1535,1535
994,1992-10-01,Geoffrey Bannister; Patrick Low,Textiles and Apparel in NAFTA: A Case of Constrained Liberalization,1992,NA,NA,NA,NA,NA,911,911
995,1992-10-01,Stijn Claessens; Ishac Diwan; Eduardo Fernandez-Arias,Recent Experience with Commercial Bank Debt Reduction,1992,NA,NA,NA,NA,NA,417,417
996,1992-10-01,Michael H. Bernhart,Strategic Management of Population Programs,1992,NA,NA,NA,NA,NA,441,441
997,1992-10-01,John R. Harris; Fabio Schiantarelli; Miranda G. Siregar,How Financial Liberalization in  Indonesia Affected Firms’ Capital Structure and Investment Decisions,1992,NA,NA,NA,NA,NA,637,637
998,1992-10-01,Esra Bennathan; Julie Fraser; Louis S. Thompson,What Determines Demand for Freight Transport?,1992,NA,NA,NA,NA,NA,1284,1284
999,1992-10-01,Miguel A. Kiguel; Nissan Liviatan,"Stopping Three Big Inflations (Argentina, Brazil, and Peru)",1992,NA,NA,NA,NA,NA,720,720
1000,1992-10-01,Ibrahim A. Elbadawi; Dhaneshwar Ghura; Gilbert Uwujaren,World Bank Adjustment Lending and Economic Performance in Sub- Saharan Africa in the 1980s:  A Comparison with other Low-Income Countries,1992,NA,NA,NA,NA,NA,2015,2015
1001,1992-10-01,Ibrahim A. Elbadawi,"World Bank Adjustment Lending and Economic Performance in Sub-Saharan  Africa: A Comparison of Early Adjusters, Late Adjusters, and Nonadjusters",1992,NA,NA,NA,NA,NA,364,364
1002,1992-10-01,Bjorn Larsen; Anwar Shah,World Fossil Fuel  Subsidies and  Global Carbon Emissions,1992,NA,NA,NA,NA,NA,1231,1231
1003,1992-10-01,Kala Krishna; Ling Hui Tan,Rent-Sharing in the Multi-Fibre Arrangement: Evidence from U.S.- Hong Kong Trade in Apparel,1992,NA,NA,NA,NA,NA,326,326
1004,1992-10-01,Regina McNamara; Therese McGinn; Donald Lauro; John Ross,"Family Planning Programs in Sub- Saharan Africa: Case Studies from Ghana, Rwanda, and the Sudan",1992,NA,NA,NA,NA,NA,557,557
1005,1992-10-01,Laszlo Lovei,An Approach to the Economic  Analysis of Water Supply Projects,1992,NA,NA,NA,NA,NA,2067,2067
1006,1992-10-01,Jorge M. Rebelo,Preparing Multiyear Railway Investment Plans: A Market-Oriented Approach,1992,NA,NA,NA,NA,NA,461,461
1007,1992-10-01,Rodolfo A. Bulatao; Patience W. Stephens,"Global Estimates and Projections of Mortality by Cause, 1970-2015",1992,NA,NA,NA,NA,NA,1079,1079
1008,1992-10-01,Harold Alderman; Christina H. Paxson,Do the Poor Insure? A Synthesis of the Literature on Risk and Consumption in Developing Countries,1992,NA,NA,NA,NA,NA,1424,1424
1009,1992-10-01,Paul A. Higgins; Harold Alderman,"Labor and Women’s Nutrition: A Study of Energy Expenditure, Fertility, and Nutritional Status in Ghana",1992,NA,NA,NA,NA,NA,650,650
1010,1992-10-01,Dimitri Vittas; Craig Neal,Competition and Efficiency in  Hungarian Banking,1992,NA,NA,NA,NA,NA,527,527
1011,1992-11-01,Robin Boadway; Anwar Shah,How Tax Incentives Affect Decisions to Invest in Developing Countries,1992,17,3476819,NA,NA,NA,996,1013
1012,1992-11-01,Haluk Unal; Asli Demirgüç-Kunt; Kwok-Wai Leung,"The Brady Plan, the 1989 Mexican Debt Reduction Agreement, and Bank Stock Returns in the United States and Japan",1992,NA,NA,NA,NA,NA,1211,1211
1013,1992-11-01,Ana Revenga; Michelle Riboud; Hong Tan,The Impact of Mexico’s Retraining Program on Employment and Wages,1992,NA,NA,NA,NA,NA,627,627
1014,1992-11-01,George Psacharopoulos,"Ethnicity, Education, and Earnings in Bolivia and Guatemala",1992,NA,NA,NA,NA,NA,627,627
1015,1992-11-01,Thomas M. Selden; Michael J. Wasylenko,Benefit Incidence Analysis in  Developing Countries,1992,NA,NA,NA,NA,NA,947,947
1016,1992-11-01,My T. Vu; Eduard Bos; Ann Levin,"Europe and Central Asia Region, Middle East and North Africa Region Population Projections, 1992-93 Edition",1992,NA,NA,NA,NA,NA,4644,4644
1017,1992-11-01,Richard E. Bilsborrow,"Rural Poverty, Migration, and the Environment in Developing Countries: Three Case Studies",1992,NA,NA,NA,NA,NA,1328,1328
1018,NA,Anand Rajaram,Tariff and Tax Reform: Do World Bank Recommendations Integrate Revenue and Protection Objectives?,NA,NA,NA,NA,NA,NA,1237,1237
1019,1992-11-01,Anita M. Schwarz,How Effective are Directed Credit Policies in the United States? A Literature Survey,1992,NA,NA,NA,NA,NA,702,702
1020,1992-11-01,Nancy Birdsall,Another Look at Population and and Global Warming,1992,NA,NA,NA,NA,NA,2994,2994
1021,1992-11-01,Jonathan R. Coleman; Chris Jones,Measuring Welfare Changes from Commodity Price Stabilization in Small Open Economies,1992,NA,NA,NA,NA,NA,391,391
1022,1992-11-01,James E. Anderson; J. Peter Neary,A New Approach to Evaluating Trade Policy,1992,NA,NA,NA,NA,NA,608,608
1023,1992-11-01,James E. Anderson,Tariff Index Theory,1992,NA,NA,NA,NA,NA,558,558
1024,1992-11-01,Will Martin; Julian M. Alston,An Exact Approach for Evaluating the Benefits from Technological Change,1992,NA,NA,NA,NA,NA,516,516
1025,1992-11-01,Kazi M. Matin,Openness and Economic  Performance in Sub-Saharan Africa: Evidence from Time-Series Cross-Country Analysis,1992,NA,NA,NA,NA,NA,408,408
1026,1992-11-01,Paul D. McNelis; Klaus Schmidt-Hebbel,Financial Liberalization and Adjustment in Chile and New Zealand,1992,NA,NA,NA,NA,NA,406,406
1027,1992-11-01,Guillermo Barnes,Lessons from Bank Privatization in Mexico,1992,NA,NA,NA,NA,NA,618,618
1028,1992-11-01,Harry Anthony Patrinos; George Psacharopoulos,Socioeconomic and Ethnic Determinants of Grade Repetition in Bolivia and Guatemala,1992,NA,NA,NA,NA,NA,482,482
1029,1992-11-01,Robert T. Deacon,Controlling Tropical Deforestation: An Analysis of Alternative Policies,1992,229,629125,NA,NA,NA,916,1145
1030,1992-11-01,Alan J. Krupnick,Measuring the Effects of Urban Transportation Policies on the Environment: A Survey of Models,1992,NA,NA,NA,NA,NA,585,585
1031,1992-11-01,Robert Bacon,Measuring the Possibilities of Interfuel Substitution,1992,NA,NA,NA,NA,NA,514,514
1032,1992-11-01,Eduard Bos; My T. Vu; Ann Levin,"East Asia and Pacific Region, South Asia Region Population Projections, 1992-93 Edition",1992,NA,NA,NA,NA,NA,7955,7955
1033,1992-11-01,My T. Vu; Eduard Bos; Ann Levin,"Latin America and the Caribbean Region (and Northern America) Population Projections, 1992-93 Edition",1992,NA,NA,NA,NA,NA,3590,3590
1034,1992-11-01,David H. Scott,Revising Financial Sector Policy in Transitional Socialist Economies: Will Universal Banks Prove Viable?,1992,NA,NA,NA,NA,NA,336,336
1035,1992-11-01,Wendy E. Takacs,How Import Protection Affects the Philippines’ Motor Vehicle Industry,1992,NA,NA,NA,NA,NA,636,636
1036,1992-11-01,Simon Commander; Fabrizio Coricelli,Output Decline in Hungary and Poland in 1990-91: Structural Change and Aggregate Shocks,1992,NA,NA,NA,NA,NA,423,423
1037,1992-11-01,Ana-Maria Arriagada; Adrian Ziderman,"Vocational Secondary Schooling, Occupational Choice, and Earnings in Brazil",1992,NA,NA,NA,NA,NA,512,512
1038,1992-11-01,Ibrahim A. Elbadawi; Robert de Rezende Rocha,Determinants of Expatriate Workers’ Remittances in North Africa and Europe,1992,NA,NA,NA,NA,NA,1351,1351
1039,1992-11-01,Martin Weale,"Education, Externalities, Fertility, and Economic Growth",1992,NA,NA,NA,NA,NA,1252,1252
1040,1992-11-01,Jaime de Melo; Sumana Dhar,Lessons of Trade Liberalization in Latin America for Economies in Transition,1992,NA,NA,NA,NA,NA,1173,1173
1041,1992-11-01,Moni Nag,Family Planning Success Stories in Bangladesh and India,1992,NA,NA,NA,NA,NA,979,979
1042,1992-11-01,Jane T. Bertrand; Judith E. Brown,Family Planning Success in Two Cities in Zaire,1992,NA,NA,NA,NA,NA,604,604
1043,1992-11-01,Stijn Claessens; George Pennacchi,Deriving Developing Country Repayment Capacity from the Market Prices of Sovereign Debt,1992,NA,NA,NA,NA,NA,2853,2853
1044,1992-11-01,Adam Wagstaff; Howard Barnum,Hospital Cost Functions for Developing Countries,1992,167,629140,NA,NA,NA,1022,1189
1045,1992-11-01,Kalanidhi Subbarao; Laura Raney,Social Gains from Female Education: A Cross-National Study,1992,NA,NA,NA,NA,NA,1695,1695
1046,1992-11-01,J. Price Gittinger; Carol Bradford,"World Bank Project-Financed Research on Population, Health, and Nutrition",1992,NA,NA,NA,NA,NA,463,463
1047,1992-11-01,Enrique Rueda-Sabater; Andrew Stone,Côte d’Ivoire: Private Sector Dynamics and Constraints,1992,NA,NA,NA,NA,NA,521,521
1048,1992-11-01,George Baldwin,Targets and Indicators in World Bank Population Projects,1992,NA,NA,NA,NA,NA,468,468
1049,1992-11-01,William Easterly; Paolo Mauro; Klaus Schmidt-Hebbel,Money Demand and Seignorage- Maximizing Inflation,1992,NA,NA,NA,NA,NA,3767,3767
1050,1992-11-01,William Easterly; Sergio Rebelo,Marginal Income Tax Rates and Economic Growth in Developing Countries,1992,NA,NA,NA,NA,NA,2003,2003
1051,1992-11-01,Cheryl W. Gray,The Legal Framework for Private Sector Activity in the Czech and Slovak Federal Republic,1992,NA,NA,NA,NA,NA,425,425
1052,1992-11-01,Hoda Rashad,A Reappraisal of How Oral Rehydration Therapy Affected Mortality in Egypt,1992,210,629148,NA,NA,NA,679,889
1053,1992-12-01,Alex F. Zinanga,Development of the Zimbabwe  Family Planning Program,1992,NA,NA,NA,NA,NA,1249,1249
1054,1992-12-01,Branko Milanovic,Distributional Impact of Cash and In-Kind Social Transfers in Eastern Europe and Russia,1992,NA,NA,NA,NA,NA,460,460
1055,1992-12-01,Mark R. Rosenzweig; Hans P. Binswanger,"Wealth, Weather Risk, and the Composition and Profitability of Agricultural Investments",1992,NA,NA,NA,NA,NA,1460,1460
1056,1992-12-01,George Psacharopoulos; Ying Chu Ng,Earnings and Education in Latin America: Assessing Priorities for Schooling Investments,1992,NA,NA,NA,NA,NA,968,968
1057,1992-12-01,Socio-Economic Data;   Division; International Economics;   Department,Measuring the Incomes of Economies of the Former Soviet Union,1992,NA,NA,NA,NA,NA,1135,1135
1058,1992-12-01,Ishac Diwan; Vihang Errunza; Lemma W. Senbet,The Pricing of Country Funds and Their Role in Capital Mobilization for Emerging Economies,1992,NA,NA,NA,NA,NA,490,490
1059,1992-12-01,Ziya Ônis; Steven B. Webb,Political Economy of Policy Reform in Turkey in the 1980s,1992,NA,NA,NA,NA,NA,3522,3522
1060,1992-12-01,Dmitri Steinberg,Economies of the Former Soviet Union: An Input-Output Approach to the 1987 National Accounts,1992,NA,NA,NA,NA,NA,8116,8116
1061,1992-12-01,Klaus Schmidt-Hebbel; Luis Servén,Dynamic Response to Foreign Transfers and Terms-of-Trade Shocks in Open Economies,1992,NA,NA,NA,NA,NA,487,487
1062,1992-12-01,Robert E. B. Lucas; David Wheeler; Hemamala Hettige,"Economic Development, Environmental Regulation, and the International Migration of Toxic Industrial Pollution, 1960-88",1992,NA,NA,NA,NA,NA,1916,1916
1063,1992-12-01,Cevdet Denizer; Alan Gelb,Mongolia: Privatization and System Transformation in An Isolated Economy,1992,NA,NA,NA,NA,NA,728,728
1064,1992-12-01,George R. G. Clarke,More Evidence on Income Distribution and Growth,1992,NA,NA,NA,NA,NA,4212,4212
1065,1993-01-01,Thomas Owen Eisemon; John Sheehan; George Eyoku; Franklin Van Buer; Delane Welsch; Louisa Masutti; Nat Colletta; Lee Roberts,Strengthening Uganda’s Policy Environment for Investing in  University Development,1993,NA,NA,NA,NA,NA,828,828
1066,1993-01-01,Antonio Estache; Kangbin Zheng,Pollution Control in a Decentralized Economy: Which Level of  Government Should Subsidize  What in Brazil,1993,NA,NA,NA,NA,NA,391,391
1067,1993-01-01,George Psacharopoulos,Returns to Investment in Education: A Global Update,1993,NA,NA,NA,NA,NA,7207,7207
1068,1993-01-01,Sweder van Wijnbergen,Enterprise Reform in Eastern Europe,1993,NA,NA,NA,NA,NA,582,582
