handle,citation,dsoid,abstract_views,downloads,scraping_date
10986/18186,"Harrison, Glenn W.; Rutherford, Thomas F.; Tarr, David; Gurgel, Angelo. 2003. Regional, Multilateral, and Unilateral Trade Policies on MERCOSUR for Growth and Poverty Reduction in Brazil. Policy Research Working Paper;No. 3051. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18186 License: CC BY 3.0 IGO.”",20009,997.0,1197.0,11/15/2021 22:51:35
10986/7203,"Kaufmann, Daniel; Kraay, Aart; Mastruzzi, Massimo. 2007. The Worldwide Governance Indicators Project : Answering the Critics. Policy Research Working Paper; No. 4149. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7203 License: CC BY 3.0 IGO.”",7030,1653.0,1087.0,11/15/2021 22:51:36
10986/15614,"Beck, Thorsten; Webb, Ian. 2002. Determinants of Life Insurance Consumption across Countries. Policy Research Working Paper;No. 2792. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15614 License: CC BY 3.0 IGO.”",16036,1172.0,1028.0,11/15/2021 22:51:38
10986/23888,"Zeng, Doug Zhihua. 2016. Building a Competitive City through Innovation and Global Knowledge : The Case of Sino-Singapore Suzhou Industrial Park. Policy Research Working Paper;No. 7570. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23888 License: CC BY 3.0 IGO.”",32123,1107.0,866.0,11/15/2021 22:51:39
10986/3418,"Beuran, Monica; Raballand, Gaël; Kapoor, Kapil. 2011. Political Economy Studies : Are They Actionable? Some Lessons from Zambia. Policy Research working paper ; no. WPS 5656. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3418 License: CC BY 3.0 IGO.”",3290,470.0,938.0,11/15/2021 22:52:40
10986/4307,"Raddatz, Claudio. 2009. The Wrath of God : Macroeconomic Costs of Natural Disasters. Policy Research working paper ; no. WPS 5039. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4307 License: CC BY 3.0 IGO.”",4179,924.0,1102.0,11/15/2021 22:52:42
10986/12035,"Cull, Robert; Martínez Pería, María Soledad. 2012. Bank Ownership and Lending Patterns during the 2008-2009 Financial Crisis : Evidence from Latin America and Eastern Europe. Policy Research Working Paper; No. 6195. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12035 License: CC BY 3.0 IGO.”",12164,551.0,1202.0,11/15/2021 22:52:43
10986/34655,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/34655 License: CC BY 3.0 IGO.”",68278,2139.0,966.0,11/15/2021 22:52:44
10986/15599,"Douidich, Mohamed; Ezzrari, Abdeljaouad; Van der Weide, Roy; Verme, Paolo. 2013. Estimating Quarterly Poverty Rates Using Labor Force Surveys : A Primer. Policy Research Working Paper;No. 6466. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15599 License: CC BY 3.0 IGO.”",15984,5117.0,990.0,11/15/2021 22:52:45
10986/3389,"Skoufias, Emmanuel; Rabassa, Mariano; Olivieri, Sergio. 2011. The Poverty Impacts of Climate Change : A Review of the Evidence. Policy Research working paper ; no. WPS 5622. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3389 License: CC BY 3.0 IGO.”",3261,981.0,1042.0,11/15/2021 22:52:47
10986/15825,"Verme, Paolo. 2013. The Relative Income and Relative Deprivation Hypotheses : A Review of the Empirical Literature. Policy Research Working Paper;No. 6606. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15825 License: CC BY 3.0 IGO.”",16892,1180.0,983.0,11/15/2021 22:52:49
10986/29946,"Timilsina, Govinda R.. 2018. Where Is the Carbon Tax after Thirty Years of Research?. Policy Research Working Paper;No. 8493. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29946 License: CC BY 3.0 IGO.”",54734,1892.0,922.0,11/15/2021 22:52:50
10986/7124,"de Mel, Suresh; McKenzie, David; Woodruff, Christopher. 2007. Returns to Capital in Microenterprises : Evidence from a Field Experiment. Policy Research Working Paper; No. 4230. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7124 License: CC BY 3.0 IGO.”",7109,2249.0,971.0,11/15/2021 22:52:51
10986/25691,"Samad, Hussain; Zhang, Fan. 2016. Benefits of Electrification and the Role of Reliability : Evidence from India. Policy Research Working Paper;No. 7889. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/25691 License: CC BY 3.0 IGO.”",38036,1410.0,927.0,11/15/2021 22:52:52
10986/24842,"Devarajan, Shantayanan; Khemani, Stuti. 2016. If Politics Is the Problem, How Can External Actors Be Part of the Solution?. Policy Research Working Paper;No. 7761. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24842 License: CC BY 3.0 IGO.”",35257,782.0,879.0,11/15/2021 22:53:54
10986/22442,"Ozier, Owen. 2015. The Impact of Secondary Schooling in Kenya : A Regression Discontinuity Analysis. Policy Research Working Paper;No. 7384. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22442 License: CC BY 3.0 IGO.”",27719,963.0,942.0,11/15/2021 22:53:55
10986/18333,"Gereffi, Gary; Luo, Xubei. 2014. Risks and Opportunities of Participation in Global Value Chains. Policy Research Working Paper;No. 6847. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18333 License: CC BY 3.0 IGO.”",20724,1285.0,1003.0,11/15/2021 22:53:57
10986/6824,"Kinda, Tidiane; Loening, Josef L.. 2008. Small Enterprise Growth and the Rural Investment Climate : Evidence from Tanzania. Policy Research Working Paper No. 4675. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6824 License: CC BY 3.0 IGO.”",6897,672.0,943.0,11/15/2021 22:53:59
10986/17309,"Cavalcanti, Carlos B.; Marrero, Gustavo A.; Le, Tuan Minh. 2014. Measuring the Impact of Debt-Financed Public Investment. Policy Research Working Paper;No. 6766. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17309 License: CC BY 3.0 IGO.”",19037,1039.0,916.0,11/15/2021 22:54:00
10986/25688,"Hallegatte, Stephane; Bangalore, Mook; Vogt-Schilb, Adrien. 2016. Socioeconomic Resilience : Multi-Hazard Estimates in 117 Countries. Policy Research Working Paper;No. 7886. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/25688 License: CC BY 3.0 IGO.”",38033,1267.0,904.0,11/15/2021 22:54:01
10986/3515,"Harrison, Ann; McLaren, John; McMillan, Margaret. 2011. Recent Perspectives on Trade and Inequality. Policy Research Working Paper ; No. 5754. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/3515 License: CC BY 3.0 IGO.”",3387,591.0,1256.0,11/15/2021 22:54:02
10986/15575,"Anderson, Kym; Rausser, Gordon; Swinnen, Johan. 2013. Political Economy of Public Policies : Insights from Distortions to Agricultural and Food Markets. Policy Research Working Paper;No. 6433. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15575 License: CC BY 3.0 IGO.”",15952,1154.0,1025.0,11/15/2021 22:54:03
10986/18756,"Opazo, Luis; Raddatz, Claudio; Schmukler, Sergio L.. 2014. Institutional Investors and Long-Term Investment : Evidence from Chile. Policy Research Working Paper;No. 6922. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18756 License: CC BY 3.0 IGO.”",22035,1053.0,963.0,11/15/2021 22:54:04
10986/26368,"Andres, Luis A.; Dasgupta, Basab; Joseph, George; Abraham, Vinoj; Correia, Maria. 2017. Precarious Drop : Reassessing Patterns of Female Labor Force Participation in India. Policy Research Working Paper;No. 8024. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/26368 License: CC BY 3.0 IGO.”",40855,1125.0,912.0,11/15/2021 22:54:06
10986/18788,"Ozden, Caglar; Wagner, Mathis. 2014. Immigrant versus Natives? Displacement and Job Creation. Policy Research Working Paper;No. 6900. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18788 License: CC BY 3.0 IGO.”",22011,1239.0,971.0,11/15/2021 22:55:07
10986/23432,"Wagstaff, Adam; Cotlear, Daniel; Eozenou, Patrick Hoang-Vu; Buisman, Leander Robert. 2015. Measuring Progress towards Universal Health Coverage : With an Application to 24 Developing Countries. Policy Research Working Paper;No. 7470. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23432 License: CC BY 3.0 IGO.”",30142,1573.0,893.0,11/15/2021 22:55:08
10986/6568,"Dudu, Hasan; Chumi, Sinqobile. 2008. Economics of Irrigation Water Management : A Literature Survey with Focus on Partial and General Equilibrium Models. Policy Research Working Paper; No. 4556. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6568 License: CC BY 3.0 IGO.”",6769,1358.0,1103.0,11/15/2021 22:55:10
10986/15741,"Hood, Ronald D.. 2000. Malaysian Capital Controls. Policy Research Working Papers;No. 2536. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15741 License: CC BY 3.0 IGO.”",15995,4005.0,933.0,11/15/2021 22:55:11
10986/15754,"Gauri, Varun; Khaleghian, Peyvand. 2002. Immunization in Developing Countries : Its Political and Organizational Determinants. Policy Research Working Paper;No. 2769. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15754 License: CC BY 3.0 IGO.”",16018,926.0,1056.0,11/15/2021 22:55:13
10986/8220,"Kraay, Aart; Raddatz, Claudio. 2005. Poverty Traps, Aid, and Growth. Policy Research Working Paper; No. 3631. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8220 License: CC BY 3.0 IGO.”",9071,1257.0,1164.0,11/15/2021 22:55:14
10986/16832,"Maimbo, Samuel Munzele; Melecky, Martin. 2014. Financial Sector Policy in Practice : Benchmarking Financial Sector Strategies around the World. Policy Research Working Paper;No. 6746. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16832 License: CC BY 3.0 IGO.”",18265,917.0,1046.0,11/15/2021 22:55:15
10986/20343,"Anginer, Deniz; Demirguc-Kunt, Asli; Huizinga, Harry; Ma, Kebin. 2014. Corporate Governance and Bank Insolvency Risk : International Evidence. Policy Research Working Paper;No. 7017. World Bank Group, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20343 License: CC BY 3.0 IGO.”",23581,1574.0,922.0,11/15/2021 22:55:17
10986/24643,"Roson, Roberto; Sartori, Martina. 2016. Estimation of Climate Change Damage Functions for 140 Regions in the GTAP9 Database. Policy Research Working Paper;No. 7728. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24643 License: CC BY 3.0 IGO.”",34629,1244.0,963.0,11/15/2021 22:55:19
10986/3221,"Buncic, Daniel; Melecky, Martin. 2012. Macroprudential Stress Testing of Credit Risk : A Practical Approach for Policy Makers. Policy Research working paper ; no. WPS 5936. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3221 License: CC BY 3.0 IGO.”",3093,820.0,1021.0,11/15/2021 22:55:21
10986/4026,"Hostland, Doug. 2009. Low-Income Countries’ Access to Private Debt Markets. Policy Research working paper ; no. WPS 4829. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4026 License: CC BY 3.0 IGO.”",3898,486.0,1006.0,11/15/2021 22:56:23
10986/15841,"Artuc, Erhan. 2013. PPML Estimation of Dynamic Discrete Choice Models with Aggregate Shocks. Policy Research working paper;no. WPS 6480; Policy Research Working Paper;No. 6480. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15841 License: CC BY 3.0 IGO.”",16770,3450.0,971.0,11/15/2021 22:56:25
10986/35517,"Bilo, Simon; Ajwad, Mohamed Ihsan; Alansari, Ebtesam; Alhumaidan, Lama; AlRashidi, Faleh. 2021. The Long Shadow of Short-Term Schooling Disruption : Analysis of Kuwait's Civil Service Payroll Data. Policy Research Working Paper;No. 9641. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/35517 License: CC BY 3.0 IGO.”",71071,615.0,915.0,11/15/2021 22:56:27
10986/8847,"Nair, Ajai. 2005. Sustainability of Microfinance Self Help Groups in India : Would Federating Help?. Policy Research Working Paper; No. 3516. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8847 License: CC BY 3.0 IGO.”",8962,1309.0,1601.0,11/15/2021 22:56:28
10986/19684,"Guadamillas, Mario; Keppler, Robert. 2001. Securities Clearance and Settlement Systems : A Guide to Best Practices. Policy Research Working Paper;No. 2581. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19684 License: CC BY 3.0 IGO.”",20559,955.0,893.0,11/15/2021 22:56:29
10986/24629,"Cabral, Rene; Carneiro, Francisco G.; Varella Mollick, Andre. 2016. Inflation Targeting and Exchange Rate Volatility in Emerging Markets. Policy Research Working Paper;No. 7712. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24629 License: CC BY 3.0 IGO.”",34614,1151.0,886.0,11/15/2021 22:56:30
10986/15907,"Desai, Raj M.; Joshi, Shareen. 2013. Collective Action and Community Development : Evidence from Self-Help Groups in Rural India. Policy Research Working Paper;No. 6547. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15907 License: CC BY 3.0 IGO.”",16836,1244.0,1008.0,11/15/2021 22:56:32
10986/30282,"Heo, Kyoungsun. 2018. Effects of Corporate Governance on the Performance of State-Owned Enterprises. Policy Research Working Paper;No. 8555. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/30282 License: CC BY 3.0 IGO.”",55841,1624.0,884.0,11/15/2021 22:56:34
10986/8962,"Filmer, Deon; Schady, Norbert. 2006. Getting Girls into School : Evidence from a Scholarship Program in Cambodia. Policy Research Working Paper; No. 3910-IE. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8962 License: CC BY 3.0 IGO.”",8909,1178.0,992.0,11/15/2021 22:56:35
10986/12026,"Larson, Donald F.; Otsuka, Keijiro; Matsumoto, Tomoya; Kilic, Talip. 2012. Should African Rural Development Strategies Depend on Smallholder Farms? An Exploration of the Inverse Productivity Hypothesis. Policy Research Working Paper; No. 6190; Background Paper for the World Development Report 2013. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12026 License: CC BY 3.0 IGO.”",12160,663.0,1034.0,11/15/2021 22:56:36
10986/19200,"Klapper, Leora F.; Sarria-Allende, Virginia; Sulla, Victor. 2002. Small- and Medium-Size Enterprise Financing in Eastern Europe. Policy Research Working Paper;No. 2933. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19200 License: CC BY 3.0 IGO.”",20399,894.0,916.0,11/15/2021 22:57:38
10986/20507,"Larson, Donald F.; Martin, Will; Sahin, Sebnem; Tsigas, Marino. 2014. Agricultural Policies and Trade Paths in Turkey. Policy Research Working Paper;No. 7059. World Bank Group, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20507 License: CC BY 3.0 IGO.”",24153,1287.0,1014.0,11/15/2021 22:57:39
10986/25300,"Dinar, Shlomi; Katz, David; De Stefano, Lucia; Blankespoor, Brian. 2016. Climate Change and Water Variability : Do Water Treaties Contribute to River Basin Resilience?. Policy Research Working Paper;No. 7855. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/25300 License: CC BY 3.0 IGO.”",36847,747.0,876.0,11/15/2021 22:57:40
10986/27629,"Heuser, Cecilia; Mattoo, Aaditya. 2017. Services Trade and Global Value Chains. Policy Research Working Paper;No. 8126. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/27629 License: CC BY 3.0 IGO.”",43948,898.0,875.0,11/15/2021 22:57:42
10986/30233,"Yusuf, Shahid; Kumar, Praveen. 2018. Playing to Strength : Growth Strategy for Small Agrarian Economies in Africa. Policy Research Working Paper;No. 8543. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/30233 License: CC BY 3.0 IGO.”",55457,425.0,1296.0,11/15/2021 22:57:43
